"","american_traditional_star","goodforkids","noiselevel","restaurantdelivery","dessert","latenight","lunch","dinner","brunch","breakfast","alcohol","caters","wifi","restaurantstakeout","businessacceptcreditcards","touristy","hipster","romantic","divey","intimate","trendy","upscale","classy","casual","garage","street","validated","lot","valet","restaurantstableservice","restaurantsgoodforgroups","outdoorseating","hastv","bikeparking","restaurantsreservations","restaurantspricerange2","restaurantsattire","businessacceptbitcoin","byappointmentonly","acceptsinsurance","dj","background_music","no_music","jukebox","live","video","karaoke","goodfordancing","coatcheck","happyhour","monday","tuesday","wednesday","thursday","friday","saturday","sunday","wheelchairaccessible","dogsallowed","byobcorkage","drivethru","smoking","agesallowed","corkage","byob","open24hours","restaurantscounterservice"
"55","3.86111111111111","True","average","False","False","False","True","True","False","False","full_bar",NA,"no","True","True","False","False","False","False","False","True","False","False","True","False","False","False","True","False","True","True","True","True","False","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2.73076923076923","True","average","False","True","False","True","True","False","False","full_bar","False","free","True",NA,"False","False","False","False","False","True","False","False","False","False","False","False","True","False",NA,"True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True","False","False","True","False","True","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2.2962962962963","True","very_loud","False",NA,NA,NA,NA,NA,NA,"full_bar",NA,"free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","False","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","3","True","average","False",NA,NA,NA,NA,NA,NA,"full_bar",NA,"no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True",NA,"False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","3.65625","False","average","False","False","True","True","True","False","False","full_bar","False","free","True","True","False","False","False","None","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","True","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","3.03488372093023","True","average","True","False","False","True","True","False","False","full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","3.63120567375887","False","average","False",NA,NA,NA,NA,NA,NA,"full_bar","True","free","True","True","False","False","False","False","False","True","False","False","False","False","True","False","True","True",NA,"True","True","True","True","True","3","dressy",NA,NA,NA,"False","False","False","False","True","False","False","False",NA,NA,"True","False","False","False","True","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","3.89719626168224","False","average","False","False","True","True","True","False","False","full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","True","2","casual",NA,NA,NA,"False","False","False","False","False","False","False","False",NA,NA,"False","False","False","True","True","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2.0952380952381","False",NA,"False",NA,NA,NA,NA,NA,NA,"full_bar",NA,NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False",NA,"True","True",NA,NA,"False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'yes_free'",NA,NA,NA,"False",NA,NA,NA
"64","2.94","True","loud","False","True","True","False","False","False","False","full_bar","False","free","True","True","False","False","False","False","False","True","False","False","True","True","True","False","False","True","True","True","True","True","True","True","2","casual","False",NA,NA,"None","None","None","None","None","None","None","False","True","True","False","False","False","True","False","False","False","True","False",NA,NA,"outdoor",NA,NA,NA,NA,NA
"65","4.5021645021645","True","average","True","False","False","True","True","False","False","None","False","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","4","True","average","True",NA,NA,NA,NA,NA,NA,"full_bar","True","free","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"True","False","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","3.04938271604938","True","average","False","True","True","True","True","False","True","None","False","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","True","False","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","3.71428571428571","True","average","False",NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"True","False","True","False","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","3.33333333333333","False","loud","False",NA,NA,NA,NA,NA,NA,"full_bar",NA,"no","False","True","False","False","False","False","False","False","False","False","False","False","True","False","True","True","True","True","True","True","True","True","2","dressy",NA,NA,NA,"True","False","None","False","False","False","False","True","True","True","False","False","False","False","True","True","False","True",NA,NA,NA,"outdoor","21plus",NA,NA,NA,NA
"70","1.9047619047619","False","loud","False","False","True","False","True","False","False","full_bar","False","no","True",NA,"False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2.66666666666667","True","average","False",NA,NA,NA,NA,NA,NA,"beer_and_wine","False","free","True",NA,"False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2.33333333333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
