"","american_traditional_id","star","count","name","city","state","latitude","longtitude"
"28","65980","4.25","8","America Cafe","Las Vegas","NV","36.1029312326","-115.1765441895"
"29","50476","2.3125","48","Denny's","Phoenix","AZ","33.6833375","-112.1149421"
"30","51083","4.34782608695652","23","Culinaria Restaurant","Mississauga","ON","43.6310117","-79.6620767"
"31","56894","3.41428571428571","140","Le Peep","Charlotte","NC","35.096737","-80.778558"
"32","33029","2.3125","80","PGA Tour Grill","Las Vegas","NV","36.0835550898","-115.1521726325"
"33","32114","4.2","35","Prince Restaurant","Las Vegas","NV","36.1140708","-115.2409255"
"34","12197","3.21052631578947","38","Showmars - Seventh Street","Charlotte","NC","35.212005","-80.817991"
"35","90207","2.29032258064516","31","St. Louis Bar & Grill","Maple","ON","43.843123","-79.53491"
"36","70569","2.44444444444444","9","Ruby Tuesday","Tempe","AZ","33.422192","-111.939615"
"37","46699","2","3","Eggheads","Pittsburgh","PA","40.3919342","-80.0134819"
"38","9557","3.53125","32","Brooklyn Bagel","Henderson","NV","35.9992533","-115.1040028"
"39","54153","3.69230769230769","26","The Clark Bar","Champaign","IL","40.1150169","-88.2461558"
"40","181670","3.06818181818182","44","Original Joe's","Calgary","AB","51.0453002","-114.0636875"
"41","43952","2.85714285714286","14","Casey's Bar & Grill","Brampton","ON","43.7317708","-79.7624205"
"42","171468","2.9","10","Big Foot Smoke House And Bar","Newmarket","ON","44.0524455","-79.4265604"
"43","10201","3.375","8","TYN Lounge- The Yellow Nectarine","Calgary","AB","51.0459174","-114.0797069"
"44","114072","2","4","Break Time Bar and Grill","Cleveland","OH","41.4188007332","-81.8034086376"
"45","45316","3.54545454545455","66","IHOP","Las Vegas","NV","36.21935","-115.24493"
"46","59993","4","38","Gus's Family Restaurant","Cleveland","OH","41.4351813","-81.7066462"
"47","117426","4.22502522704339","991","The Thumb BBQ","Scottsdale","AZ","33.6393699646","-111.8792572021"
"48","138344","3.5","4","Max's Alley","Concord","NC","35.385598","-80.748524"
"49","162067","2.95","20","Michelle's Place","Medina","OH","41.1404321","-81.8636042"
"50","182464","3.48318042813456","327","Texas Roadhouse","Peoria","AZ","33.6321621","-112.2375661"
"51","102108","3.6","5","Marie Callendar","Henderson","NV","36.0530335","-115.0457036"
"52","31696","3","11","Jessie's","Mississauga","ON","43.6260789","-79.6562335"
"53","59363","2.33333333333333","3","Harvey's","Bolton","ON","43.8737975","-79.7301414"
"54","44082","2.33333333333333","9","Moe's Tavern & Grill","Madison","WI","43.0747406","-89.3865796"
"55","181159","3.86111111111111","72","Burntwood Tavern","Fairlawn","OH","41.135428","-81.633936"
"56","28928","2.73076923076923","78","Milestones Restaurants","Toronto","ON","43.7767555","-79.2590081"
"57","108964","2.2962962962963","27","Fox & Hound English Pub & Grille","Pittsburgh","PA","40.5499534384","-80.0205372833"
"58","192117","3","6","On Deck Sports Grill","Phoenix","AZ","33.662594","-112.030244"
"59","24476","3.65625","32","Lake Town Tavern","Cornelius","NC","35.4631169","-80.8887062"
"60","118968","3.03488372093023","86","Uno Pizzeria & Grill","Madison","WI","43.1354685","-89.2908458"
"61","90838","3.63120567375887","141","Savoy","Pittsburgh","PA","40.4554975","-79.9780389"
"62","6427","3.89719626168224","321","Armadillo Grill","Phoenix","AZ","33.509564","-112.0408787"
"63","20859","2.0952380952381","21","Deemos American Grill","Phoenix","AZ","33.5080183","-112.0270172"
"64","10460","2.94","50","The Corner Alley at Uptown","Cleveland","OH","41.5092654","-81.6054119"
"65","1761","4.5021645021645","462","Philly's Famous","Chandler","AZ","33.3227508","-111.8597026"
"66","48907","4","20","Stella's Restaurant","New Kensington","PA","40.5572525","-79.7608845"
"67","115384","3.04938271604938","81","Sonic Drive-In","Henderson","NV","36.036526","-114.9774104"
"68","101468","3.71428571428571","7","Lenny's Deli","Avon Lake","OH","41.4938209","-82.0611978"
"69","140230","3.33333333333333","39","La Jolla","Las Vegas","NV","36.114384","-115.1218936"
"70","35478","1.9047619047619","21","Wild Wing","Toronto","ON","43.8092547","-79.2696046"
"71","101667","2.66666666666667","12","Denny's","Calgary","AB","50.9825411813","-114.0450462699"
"72","165097","2.33333333333333","3","Coco's Bakery & Restaurant","Las Vegas","NV","36.1429442","-115.1747427"
"73","114530","2.7","10","Harvard Wine & Grill","Cleveland","OH","41.449265","-81.5827479"
"74","187969","4","247","Mi Peru South American Grill","Henderson","NV","36.0230899638","-115.0489987523"
"75","24497","3.41767068273092","249","Bonfyre American Grille","Madison","WI","43.034735369","-89.4225611388"
"76","9270","4.6875","16","Second Helping","Charlotte","NC","35.2184940549","-80.7950326357"
"77","145856","3.4","25","Dickey's Barbecue Pit","Avondale","AZ","33.4643167426","-112.2751433775"
"78","98291","3.08333333333333","36","West Addison","Scottsdale","AZ","33.6721048","-111.8904868"
"79","15679","4.08239700374532","534","Monty's Blue Plate Diner","Madison","WI","43.09242","-89.3518969"
"80","185984","3.44444444444444","18","Center Street Tavern & Restaurant","Cramerton","NC","35.23581","-81.072487"
"81","50641","4.15625","32","Sammy's Grille","Cleveland","OH","41.5005090569","-81.6888530137"
"82","116080","3.53846153846154","13","Life Cafe","Tempe","AZ","33.3413432","-111.9643591"
"83","49006","3.05263157894737","19","O'Burger","Montr¨¦al","QC","45.5027449","-73.5726305"
"84","125157","3.10526315789474","57","Sonic Drive-In","Las Vegas","NV","36.2402917349","-115.1200517288"
"85","107548","4","4","The Coal Mine","Pittsburgh","PA","40.3717019","-80.0090216"
"86","52465","2.84848484848485","66","Village Inn","Mesa","AZ","33.3798442","-111.8064161"
"87","155538","3.35294117647059","68","Main's Mansion","Markham","ON","43.8792378","-79.2614496"
"88","181708","3.88888888888889","9","The University Club","Madison","WI","43.0746989519","-89.3992268386"
"89","170115","4","9","Starliner Diner","Glendale","AZ","33.5307526249","-112.1706569195"
"90","55740","1.6","5","KFC","Toronto","ON","43.699307","-79.386229"
"91","42780","4.01388888888889","72","Someone Else's Bar","Pittsburgh","PA","40.365113","-80.0261797"
"92","41983","3.8","10","Browns Socialhouse Chestermere","Chestermere","AB","51.0499405229","-113.8265129551"
"93","113268","4.5","8","Bakie Bites Bakery","Chandler","AZ","33.3517148445","-111.8585135043"
"94","14859","1.83333333333333","6","KFC","Calgary","AB","51.0733526","-114.1646684"
"95","42494","3.27777777777778","18","Original Joe's","Calgary","AB","51.022993","-114.1089916"
"96","25054","2.91428571428571","35","TGI Fridays","Madison","WI","43.13135","-89.298486"
"97","11682","3.06779661016949","59","Kretzler's Tavern","Pittsburgh","PA","40.5125579","-79.9971984"
"98","12793","3.68041237113402","97","Cafe 157","Matthews","NC","35.1165629","-80.7222425"
"99","4754","1.9","10","Cicis","Gastonia","NC","35.2593786197","-81.1130197521"
"100","36574","2.66666666666667","12","St. Louis Bar & Grill","Newmarket","ON","44.054461","-79.429734"
"101","83351","3.83333333333333","6","La Reyna Del Hot Dog","Glendale","AZ","33.5668574215","-112.1873552861"
"102","98435","3.51351351351351","37","Dominic's Santos","Cleveland","OH","41.4436519","-81.8581755"
"103","43254","3.82758620689655","29","Crossroads Grille","Monroe","NC","35.04757","-80.644707"
"104","69077","3.63636363636364","77","First Watch","University Heights","OH","41.5007664","-81.5377888"
"105","33726","3.09090909090909","11","Denny's","Mentor","OH","41.6590021038","-81.3658992987"
"106","97168","2.14285714285714","21","Bob Evans","Stow","OH","41.1644441723","-81.476444006"
"107","106085","3.53333333333333","15","Bay City Diner","Las Vegas","NV","36.1653094","-115.1315065"
"108","47555","3.48421052631579","95","Mister Steer","Montr¨¦al","QC","45.498739","-73.574025"
"109","122111","3.375","8","Wings Sports Bar & Grill","Cleveland","OH","41.4223755","-81.5801048"
"110","63046","3.53763440860215","465","Bob Taylor's Ranch House","Las Vegas","NV","36.2747255482","-115.2457870358"
"111","190630","2.83333333333333","30","Boar N Wing Sports Grill","Toronto","ON","43.6430341","-79.5342349"
"112","120649","3.68518518518519","54","Cactus Jacks Saloon","Las Vegas","NV","35.9968968","-115.1371786"
"113","97433","3.76923076923077","13","Hot Shots South Park Saloon","Library","PA","40.2864121","-80.0197939"
"114","82032","3.57142857142857","7","Anthonys Restaurant of Charlotte","Charlotte","NC","35.300651","-80.802205"
"115","93599","2","3","Passion Grill","Toronto","ON","43.6016854","-79.5017682"
"116","30752","3.58227848101266","79","Max & Erma's","Monroeville","PA","40.4367548","-79.7573248"
"117","83606","3.65671641791045","67","Manhattan Deli Bar & Grille","Willoughby","OH","41.6071023","-81.4414043"
"118","171414","2.61224489795918","588","Saddle Ranch Chop House","Glendale","AZ","33.5329519271","-112.2607618891"
"119","87657","3.21739130434783","23","Putter's Bar & Grill","Las Vegas","NV","36.1007","-115.102946"
"120","148378","3.74538745387454","271","Bareburger","Toronto","ON","43.6556244","-79.3841428"
"121","59546","4.4","5","The Drink Cafe","Lakewood","OH","41.4853661","-81.8145727"
"122","22680","3.8","5","Mt Troy Inn","Pittsburgh","PA","40.4697655","-79.9824151"
"123","105502","3.36363636363636","11","Melrose Grill","Brunswick","OH","41.26905","-81.840503"
"124","44658","3.81818181818182","11","Cariba Charlie's","Las Vegas","NV","36.100871945","-115.2445315903"
"125","190825","3.16176470588235","68","Quaker Steak & Lube","Mentor","OH","41.6577255335","-81.3782529441"
"126","126942","1.75","20","McDonald's","Las Vegas","NV","36.2190919","-115.281397"
"127","182261","3.66023166023166","259","Texas Roadhouse","Tempe","AZ","33.3383358638","-111.9703973585"
"128","80928","3.88235294117647","34","City Diner","North Ridgeville","OH","41.3949925315","-82.0048069954"
"129","173266","3.24137931034483","58","Denny's","Scottsdale","AZ","33.5387649","-111.8848847"
"130","119443","3.60927152317881","151","Black & Bleu American Grill","Scottsdale","AZ","33.5813336","-111.8795047"
"131","77675","3.67647058823529","34","Dickey's Barbecue Pit","Mentor","OH","41.679798","-81.301188"
"132","158002","2.71212121212121","66","O'Charley's Restaurant & Bar","Charlotte","NC","35.295787","-80.741674"
"133","25815","3.08","25","Barrel Burgers","Huntersville","NC","35.4437125819","-80.8713527968"
"134","146372","4.32467532467532","77","Pollo Picante","Mesa","AZ","33.4261011265","-111.8397393823"
"135","13597","3.26315789473684","19","Bob Evans","Pittsburgh","PA","40.5417427189","-80.0121000409"
"136","149252","3.5","14","Time Out Sports Bar & Grill","Mesa","AZ","33.3837001","-111.7432538"
"137","145525","3.63636363636364","11","Share Wine Lounge And Bistro","Monroeville","PA","40.4318151","-79.7922189"
"138","90950","4.1875","480","Yolis Caf¨¦","Chandler","AZ","33.299873","-111.842586"
"139","132869","3.65420560747664","107","Swan Restaurant","Toronto","ON","43.6452774","-79.4149396"
"140","98809","2.95073891625616","203","State Street Brats","Madison","WI","43.074776","-89.395948"
"141","39261","3.81364829396325","762","Terrace Pointe Cafe","Las Vegas","NV","36.126212","-115.164514"
"142","121469","4.16477272727273","176","Maxwell's Tavern","Waxhaw","NC","34.9246135","-80.7430295"
"143","136890","3","9","Boston Market","Cleveland","OH","41.4255732","-81.7350157"
"144","119402","3.125","8","Harvey's","North York","ON","43.7265892","-79.340989"
"145","22364","3.18181818181818","11","American Burger","Charlotte","NC","35.0622318","-80.7733554"
"146","6822","2.79166666666667","48","Winking Lizard","Mentor","OH","41.6816013","-81.296011"
"147","1824","3.15957446808511","94","Red Lobster","Scarborough","ON","43.778432","-79.311774"
"148","173016","2.52173913043478","46","Johnny Rockets","Phoenix","AZ","33.667611164","-112.120407"
"149","119371","4.06","150","City Barbeque","Charlotte","NC","35.043396566","-80.8479089721"
"150","136030","3.17647058823529","17","Johnny Rockets","Chandler","AZ","33.3056623","-111.8975292"
"151","186690","2.55072463768116","69","Whataburger","Chandler","AZ","33.3048479208","-111.968229264"
"152","5708","3.45833333333333","48","Lulu's 13 Pub","Madison","WI","43.1282826","-89.3042583"
"153","52022","2.91558441558442","154","Native Grill & Wings","Mesa","AZ","33.363662","-111.873617"
"154","179122","3.60526315789474","114","Fuddruckers","Phoenix","AZ","33.5670886","-112.1163528"
"155","157398","3.77777777777778","18","WTF Burgers","Phoenix","AZ","33.4373226","-112.0595692"
"156","106880","3.03571428571429","28","Friends Sports Bar and Grill","Belmont","NC","35.2429314","-81.0376408"
"157","127877","3.54545454545455","11","Claim Jumper","Las Vegas","NV","36.1150068342","-115.1569700986"
"158","117886","3.90361445783133","83","Angel's Diner","Goodyear","AZ","33.4509667975","-112.3502201391"
"159","74999","3.86363636363636","22","Elie's Family Restaurant and Banquet","Madison","WI","43.079131","-89.323261"
"160","101884","3.10924369747899","119","Fuddruckers","Glendale","AZ","33.6393703042","-112.2249136736"
"161","66022","2.44827586206897","29","Coco's Family Restaurant","Mesa","AZ","33.3900526","-111.6839265"
"162","93616","4.51906158357771","341","Lou's Diner","Las Vegas","NV","36.167739","-115.2059208"
"163","3361","3.23684210526316","38","Phoenix Coney Island","Glendale","AZ","33.554001","-112.1692291"
"164","61419","3.45528455284553","123","Cardinal Rule","Toronto","ON","43.6390827","-79.4460771"
"165","146611","1.8","5","Swiss Chalet Rotisserie & Grill","East Gwillimbury","ON","44.0715414","-79.481693"
"166","116336","4.0625","16","Sahara Saloon","Las Vegas","NV","36.1448234","-115.1020992"
"167","176589","4.22222222222222","36","The Courtyard Cafe","Phoenix","AZ","33.4724737","-112.0722009"
"168","100565","3.6551724137931","58","Harvey's in Cornelius","Cornelius","NC","35.4794726","-80.8931981"
"169","46190","3.09883720930233","172","Denny's","Las Vegas","NV","36.1699356","-115.1414301"
"170","154214","4.77777777777778","18","Sticky Iggy's","Las Vegas","NV","36.068215","-115.1539278"
"171","116679","2.58974358974359","39","Applebee's Grill + Bar","Pineville","NC","35.0857094","-80.8789629"
"172","53436","3.48275862068966","232","The Cheesecake Factory","Lyndhurst","OH","41.5023004738","-81.5021447077"
"173","136444","3","5","Applebee's","Chandler","AZ","33.2649732","-111.8582263"
"174","13848","4.23148148148148","108","The Plum","Cleveland","OH","41.4799564","-81.7142563"
"175","175247","3.33333333333333","87","7th District Restaurant & Lounge","Charlotte","NC","35.2260326","-80.8362003"
"176","101991","2.8","5","Fresh Corner","Pittsburgh","PA","40.4419737","-80.0034017"
"177","90231","2.44329896907217","97","Grace O'Malley's","Toronto","ON","43.6476863","-79.3885854"
"178","130848","3.03448275862069","29","International House of Pancakes","Tempe","AZ","33.4143794","-111.9359999"
"179","188114","2.66666666666667","6","Subway","Charlotte","NC","35.294772","-80.755847"
"180","63558","3.81395348837209","129","Jimbo's Bar & Grill","Glendale","AZ","33.596962398","-112.1694660187"
"181","120972","3.21428571428571","98","Dynamite Grill","Las Vegas","NV","35.9999263","-115.2074951"
"182","57246","3.55555555555556","18","Applebee's","Scottsdale","AZ","33.5810886","-111.8870314"
"183","119489","4.14893617021277","47","My Sister's Kitchen","Middleton","WI","43.0999368","-89.5111999"
"184","42224","3.39285714285714","56","Enoteca Monza","Laval","QC","45.561769","-73.746688"
"185","41606","3.4","40","Eastland Inn","Berea","OH","41.362061","-81.8444905"
"186","54313","3.07142857142857","70","Chili's","Phoenix","AZ","33.7999328","-112.1300565"
"187","109269","2.66666666666667","15","Striker","Toronto","ON","43.6656779452","-79.386706464"
"188","91474","2.8125","16","Chuck E. Cheese's","Concord","NC","35.3644868","-80.7165474"
"189","147134","3.16666666666667","24","Capriotti's","Las Vegas","NV","36.032546","-115.210216"
"190","25918","3.98198198198198","111","Village Pub & Poker","Las Vegas","NV","36.050869","-115.2441452"
"191","26294","2.90769230769231","65","Taps Signature Cuisine & Bar","Litchfield Park","AZ","33.4942949","-112.3581902"
"192","50997","3.64940239043825","502","El Chorro","Paradise Valley","AZ","33.532125","-111.96086"
"193","143456","3.87272727272727","55","Famous Toastery","Rock Hill","SC","34.9712463424","-81.0300523537"
"194","87088","3.50943396226415","53","Rock Hill Diner","Rock Hill","SC","34.9662888","-80.9961289"
"195","47613","3.73006134969325","163","Stack'd Burgers - Shadyside","Pittsburgh","PA","40.451128","-79.934958"
"196","142312","3.06298003072197","651","Toby Keith's I Love This Bar & Grill","Las Vegas","NV","36.1189978367","-115.1703831351"
"197","9226","3.12345679012346","81","Walnut Grill - Robinson","Robinson Township","PA","40.439191","-80.148535"
"198","100223","3.52173913043478","115","Olde Village Bistro","Markham","ON","43.8612499","-79.3117388"
"199","120367","3.54545454545455","11","Zestos Pizza","Montr¨¦al","QC","45.5025316","-73.5703432"
"200","85791","2.4047619047619","126","Bar Louie","Pittsburgh","PA","40.4343272666","-80.0052834277"
"201","177103","3.21052631578947","57","Whataburger","Scottsdale","AZ","33.4817065139","-111.9084947258"
"202","60466","3.52517985611511","139","Vine Tavern & Eatery","Tempe","AZ","33.4144523","-111.9271674"
"203","86876","3.91666666666667","84","RH Courtyard Cafe","Toronto","ON","43.7246843","-79.4541729"
"204","128579","3.86363636363636","44","Lemon Bistro","Markham","ON","43.8768818","-79.2608495"
"205","2213","3.4","85","Philly's Sports Bar & Grill","Tempe","AZ","33.4129316","-111.9611453"
"206","55763","3.4","5","Go! Bistro","Mayfield Heights","OH","41.5261731","-81.4387633"
"207","135795","4.05660377358491","53","Omai Restaurant","Toronto","ON","43.6561157","-79.3923841"
"208","18318","3.17808219178082","73","Texas Roadhouse","Bridgeville","PA","40.369472","-80.1050829"
"209","29212","3.9489247311828","372","Duckworth's Kitchen & Taphouse","Charlotte","NC","35.1708909","-80.8504498"
"210","127895","2.60714285714286","28","Dairy Queen","Gilbert","AZ","33.2627332366","-111.7187468815"
"211","101188","3.79166666666667","48","Park 51 Cafe","Charlotte","NC","35.090561","-80.867977"
"212","123636","3.07692307692308","13","David's At Marriot Key Center","Cleveland","OH","41.501484","-81.694002"
"213","150946","4.3701171875","1024","Egg Works","Las Vegas","NV","36.0621940089","-115.2418562125"
"214","167313","1.96296296296296","27","Sonic Drive-In","Peoria","AZ","33.5843059","-112.2369813"
"215","30633","3.64435146443515","239","Shake Shack","Charlotte","NC","35.1726866","-80.8493335"
"216","139086","3.36363636363636","33","Rimrock Bar & Grille","Phoenix","AZ","33.4249094","-111.9799156"
"217","47224","2.92356687898089","157","Cheeburger Cheeburger","Henderson","NV","36.0100415","-115.1186609"
"218","151732","2.375","8","Hooters","Alberta","AB","51.0128779","-114.0657281"
"219","192161","4.34782608695652","23","Route 401 Diner","Etobicoke","ON","43.7022486","-79.5630686"
"220","46656","4.3","10","Rudy's Pub","Cleveland Heights","OH","41.5001579","-81.5651076"
"221","94930","3.46666666666667","75","Waffle House","Phoenix","AZ","33.6834022","-112.1162183"
"222","19168","3.73333333333333","15","The Jaggerbush","Pittsburgh","PA","40.4266081","-79.9729271"
"223","143676","3.2","5","Bistro95Ten & Lounge","Las Vegas","NV","36.0162554","-115.1187329"
"224","71754","4.66666666666667","6","Pizzaville","Mississauga","ON","43.586855","-79.773675"
"225","165777","2.86153846153846","65","The Hub Champaign","Champaign","IL","40.1111448","-88.2391289"
"226","76369","2.92307692307692","13","Ground Round","Coraopolis","PA","40.5177142052","-80.1691246033"
"227","105477","2.94565217391304","184","Pickle Bill's Lobster House","Grand River","OH","41.7422812666","-81.2812566164"
"228","178553","2.16666666666667","6","McDonalds","Phoenix","AZ","33.450595","-112.029671"
"229","32750","1.75","20","South Philly Steak & Fries","Las Vegas","NV","36.165838","-115.156232"
"230","116471","2.56451612903226","62","Milestones Restaurants","Richmond Hill","ON","43.8419930049","-79.4293430602"
"231","60695","2.5","16","Waffle House","Charlotte","NC","35.1458134603","-80.9240420535"
"232","46361","3.5","8","Brewery Bar & Grill","Las Vegas","NV","36.0720741","-115.1078327"
"233","13356","2.5","10","Harvey's & Swiss Chalet Combo","Woodbridge","ON","43.8257785621","-79.5555906691"
"234","142411","3.44736842105263","38","Cracker Barrel Old Country Store","Sheffield Village","OH","41.4258406","-82.0809292"
"235","173309","2.36842105263158","19","East Side Mario's","Brampton","ON","43.7454278473","-79.6975182553"
"236","28932","3.31481481481481","162","California Pizza Kitchen at Biltmore","Phoenix","AZ","33.510599","-112.029753"
"237","153182","3.40776699029126","103","BurgerFi","Mentor","OH","41.672228","-81.326862"
"238","100328","2.75510204081633","49","IHOP","Phoenix","AZ","33.46175","-112.16962"
"239","142399","3.375","8","Harvey's","Richmond Hill","ON","43.9447560966","-79.455306977"
"240","97659","3.28571428571429","21","Coffee Cup Family Restaurant","Bedford","OH","41.3967393","-81.5424675"
"241","97422","3.83333333333333","6","Bilbo's III Bar & Grill","Las Vegas","NV","36.0405285","-115.1904204"
"242","32401","1.27906976744186","43","Denny's","Cleveland","OH","41.4190810505","-81.7322783938"
"243","86631","2.47619047619048","21","Tony Roma's","Calgary","AB","51.0798557","-114.0025499"
"244","96506","3.20304568527919","197","Farmer Boys","Las Vegas","NV","36.081352","-115.1192262"
"245","167318","3.66666666666667","12","The Rib House Restaurant","East York","ON","43.6932653","-79.3158736"
"246","103998","4.1","10","NoDa 101","Charlotte","NC","35.247284","-80.805606"
"247","189651","2.2","5","Nickels","Montr¨¦al","QC","45.4994350206","-73.5721168667"
"248","60636","2.69473684210526","95","The Statehouse","Madison","WI","43.0791895","-89.3896863"
"249","191515","5","3","Scotty""s Kitchen","Las Vegas","NV","36.1305272","-115.1084585"
"250","182799","3.20512820512821","39","Nautica Queen Cruise Ship","Cleveland","OH","41.4973443","-81.7036271"
"251","112633","3","3","The Planing Mill Sports Bar And Grill","Unionville","ON","43.8649716","-79.3104886"
"252","19624","3.02777777777778","36","Putter's Bar & Grill","Las Vegas","NV","36.2187557","-115.2645422"
"253","144715","3.11842105263158","76","B.GOOD","Charlotte","NC","35.2252005","-80.8473796"
"254","73092","4.08727272727273","275","Smokin Fins","Chandler","AZ","33.3181579","-111.9692962"
"255","69574","2.83333333333333","6","Opus Restaurant","Shaker Heights","OH","41.4644104","-81.5376919"
"256","164063","2.14285714285714","14","Quaker Steak & Lube","Pineville","NC","35.091398","-80.876143"
"257","102492","3.83367556468172","487","Black Bear Diner","Goodyear","AZ","33.4565552136","-112.341608594"
"258","65757","3.60606060606061","66","Cross Eyed Cricket","Peoria","AZ","33.7419199667","-112.321129851"
"259","157515","3.40190735694823","734","BLD Chandler","Chandler","AZ","33.2770025","-111.8753357"
"260","66721","3.42857142857143","7","Denny's","Oakville","ON","43.4554598346","-79.6864369512"
"261","48601","1.75","12","Swiss Chalet Rotisserie & Grill","Calgary","AB","51.019123","-114.169895"
"262","67070","3.68111455108359","323","The Mixx Grill and Lounge","Las Vegas","NV","36.1643423","-115.2897075"
"263","140602","3.03333333333333","30","Popeyes Louisiana Kitchen","Las Vegas","NV","36.1088418","-115.1721488"
"264","167629","3.55737704918033","61","Glenwillow Grille","Solon","OH","41.3571498","-81.4677736"
"265","119880","4.32258064516129","31","Showmars - Park Cedar","Charlotte","NC","35.0939713","-80.8655831"
"266","157910","3.19614835948645","1402","Cravings Buffet","Las Vegas","NV","36.121237","-115.174105"
"267","42633","3.17647058823529","51","Crooked River Bbq + Beer","Lyndhurst","OH","41.5194257856","-81.4956962317"
"268","52017","3.75609756097561","41","The Red Chimney","Cleveland","OH","41.4563071","-81.6447659"
"269","105994","2","3","Damons Grill","Willoughby","OH","41.6063157","-81.4379349"
"270","90881","4.37931034482759","29","Forbes Tavern","Pittsburgh","PA","40.4398048471","-80.000440143"
"271","86110","3.83333333333333","6","Lobby Lounge On 6","Cleveland","OH","41.497126","-81.694121"
"272","43014","4.03521126760563","284","Ranch House Grille","Phoenix","AZ","33.4803042","-111.9602653"
"273","115989","3.72307692307692","130","Caf¨¦ Hollywood","Las Vegas","NV","36.1100629","-115.1708909"
"274","33110","3.89473684210526","76","BnD'z Burgerz & Dogz","South Park Township","PA","40.28694","-80.021663"
"275","160787","2.96","25","71 American Grille","Peoria","AZ","33.742292","-112.322162"
"276","168153","2.9375","16","Painted Mountain Golf Club","Mesa","AZ","33.4528318","-111.696707"
"277","60941","3.44117647058824","306","BJ's Restaurant & Brewhouse","Mesa","AZ","33.385447","-111.689243"
"278","33656","3.24444444444444","45","The Gem","Toronto","ON","43.6746075642","-79.4320964813"
"279","53689","3.79518072289157","166","Local Breeze","Phoenix","AZ","33.4549678","-112.0791022"
"280","92524","2.8125","16","Chili's Grill & Bar","Charlotte","NC","35.2198871096","-80.944925082"
"281","63962","3","3","3 Eggs All Day Pub & Grill","Toronto","ON","43.7005187","-79.4284633"
"282","142359","3.70588235294118","17","The Schomberg Pub & Patio","King","ON","44.0025483","-79.6835148"
"283","163291","3","16","IHOP","Streetsboro","OH","41.2534","-81.3637"
"284","69318","2.95833333333333","24","Back Room Burger","Las Vegas","NV","36.114438045","-115.1929949325"
"285","170516","2.83333333333333","18","Eat'n Park","Moon","PA","40.501764","-80.222438"
"286","153951","4.14814814814815","54","Chuck's Grill","Charlotte","NC","35.33005","-80.826374"
"287","23467","3.5","4","Ziggy's Grille House","Fort Mill","SC","35.0544692","-81.0073958"
"288","121742","2.2","45","Georgetowne Inn","Pittsburgh","PA","40.4384852","-80.019282"
"289","70264","3.88888888888889","9","Spadafora's Bar & Restaurant","Allison Park","PA","40.5603401","-79.9592278"
